epoch	loss	acc	val_loss	val_acc
275	0.186244	0.934325	1.415511	0.686700
276	0.180997	0.935525	1.379944	0.689500
277	0.180648	0.936025	1.451121	0.689100
278	0.175698	0.937250	1.405462	0.687700
279	0.176259	0.936400	1.387638	0.689300
280	0.181314	0.935925	1.381546	0.687500
281	0.178018	0.938000	1.425133	0.688900
282	0.174529	0.937325	1.402109	0.683900
283	0.180927	0.935150	1.399299	0.685000
284	0.182095	0.935950	1.439641	0.682300
285	0.177097	0.939950	1.411506	0.683600
286	0.177251	0.936650	1.450428	0.686200
287	0.178826	0.936575	1.414567	0.691200
288	0.174305	0.938325	1.373174	0.690800
289	0.172762	0.939650	1.411897	0.686500
290	0.176478	0.938125	1.380187	0.686900
291	0.182739	0.936500	1.391153	0.689500
292	0.185085	0.935075	1.415195	0.689500
293	0.173132	0.939125	1.384165	0.686600
294	0.167464	0.941225	1.429346	0.688000
295	0.172310	0.939975	1.401551	0.689700
296	0.170246	0.940300	1.418191	0.689600
297	0.171247	0.938925	1.402583	0.689700
298	0.172090	0.939150	1.408292	0.689500
299	0.170970	0.939025	1.405599	0.690900
